"","Scenario","Payload"
"518","A fixed underwater observatory was deployed to collect and transmit near‐real‐time RGB images of hydrothermal vent activity and temperature measurements for monitoring chemical, biological, and geological processes.","RGB"
"519","An autonomous underwater vehicle (AUV) is used to explore and monitor underwater volcanic vents, map bathymetry and profile the underside of the Ross Ice Shelf, and capture video imagery of biological communities.","RGB"
"520","A remotely operated underwater vehicle equipped with an RGB camera was used to observe fish assemblages in nearshore waters to assess species composition, abundance, and size relevant to Steller sea lion foraging ecology.","RGB"
"521","An ROV (underwater vehicle) was used to document mass transport events and the distribution of chemosynthetic biological communities through video imagery (RGB), multibeam mapping (Sonar), and physical sampling (Sampler).","RGB"
"522","An autonomous underwater vehicle–style system used for integrated marine environment and biology monitoring, employing a physical-chemical sensor suite to measure water properties, a filtration-based sampler for DNA collection, an RGB plankton imaging system for biological observations, and an acoustic (sonar) system for biomass assessment.","RGB"
"523","A remotely operated vehicle equipped with high-resolution cameras was used to observe and photograph deep-water decapod crustaceans in situ (50–550 m) for species identification and to study their distribution, density, ecology, and behavior.","RGB"
"524","The remotely-operated vehicle Hercules was used to collect deep-sea images and dive videos for trait analysis to characterize ecosystem services (fisheries and carbon regulation) at southern California methane seeps.","RGB"
"525","A remotely operated vehicle (ROV) was used to image and sample the marine ecosystem surrounding free-drifting Antarctic icebergs, employing onboard imaging (RGB), in-situ physical/chemical sensors for environmental measurements, and a suction sampler for water sampling during biological and chemistry dives.","RGB"
"526","Two unmanned underwater vehicles (an ROV and an AUV) equipped with scientific echosounders (sonar) and video imaging systems (RGB) were used to quantitatively sample midwater organisms and observe their behavioral responses.","RGB"
"527","Remotely operated vehicle dives were used to collect video images and navigation data to quantitatively evaluate the distribution of seafloor chemosynthetic biological communities.","RGB"
"528","Mini stereo-video ROV was used to capture imagery for analysing fish assemblage biological trait composition and functional diversity at shallow-water subsea pipelines, natural reefs, and soft sediment habitats.","RGB"
"529","ROV used to collect deep-sea foraminiferal ooze samples and capture detailed taxonomic microphotographs of Miliolinella species.","RGB"
"530","The ROV Hyper-Dolphin was used to obtain high-definition and digital imagery (RGB) and to collect physical samples (slurp gun suction sampler) of deep-water benthic decapod crustaceans at 520–680 m depth.","RGB"
"531","Remotely operated vehicle (ROV) and autonomous underwater vehicle (AUV) platforms, along with baited cameras, were used to collect RGB imagery for direct observation and specimen sampling of deep-sea fish species to assess biodiversity across seamounts.","RGB"
"532","High-definition video footage from a remotely operated underwater vehicle was used to identify geogenic and biogenic reefs and associated biological communities, including cold-water corals, along an offshore canyon survey.","RGB"
"533","Industry-owned remotely operated vehicles equipped with cameras were used to observe and record deep-diving and foraging behavior of viviparous sea snakes at approximately 250 m depth in the mesopelagic ('twilight') zone.","RGB"
"534","Video recordings via an ROV were used to identify and quantify body pattern components of pelagic squid in situ and measure their occurrence and duration.","RGB"
"535","Remotely operated vehicle video was used to generate geological and biological classifications for segmented benthic habitat maps of estuarine and shelf seafloor environments.","RGB"
"536","Underwater stereo-video from an ROV was used to capture detailed observations of bigeye trevally spawning aggregations and mating behaviour at an oil and gas platform.","RGB"
"537","Using a deep-water remotely operated vehicle to visually observe and document adult Antarctic krill feeding actively at abyssal depths","RGB"
"538","An ROV was used to capture video observations of benthic megafaunal invertebrates on seamounts to quantify abundance and distribution.","RGB"
"539","An autonomous underwater vehicle (Autosub6000) equipped with a high-frequency color still camera was used to acquire over 150,000 seafloor images for detailed biological and habitat assessment, enabling distribution mapping of deep‐sea megafauna across landscape scales.","RGB"
"540","Underwater ROV vehicle equipped with an RGB camera was used to collect footage to document the biodiversity and health status of megabenthic communities.","RGB"
"541","A remotely operated vehicle (ROV) was used to perform underwater visual surveys with an RGB camera to assess demersal fish species diversity and habitat structure on deep reef habitats.","RGB"
"542","A remotely operated underwater vehicle (ROV) equipped with high-definition video (RGB) was deployed to survey and compare faunal assemblages on a lost container’s surface and the surrounding seabed at various distances.","RGB"
